Latitude: 28.64278  Longitude: -82.26415
X & Y on Lambert Conformal Conic: 1692532.5 -1301758.28
Tile: 10669
Elevation: 25 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2017,341,36837.89,10.00,120.12,0.00,20.53,14.42,1642.25
2017,342,36808.96,30.74,226.05,0.00,27.49,13.44,1540.59
2017,343,36782.15,0.00,243.62,0.00,17.78,8.39,1100.77
2017,344,36757.45,0.00,295.50,0.00,14.58,2.60,736.40
2017,345,36734.90,0.00,357.83,0.00,18.27,0.35,626.49
2017,346,36714.51,0.00,359.82,0.00,22.55,2.93,754.03
2017,347,36696.28,0.00,312.03,0.00,17.32,3.28,772.78
2017,348,36680.23,0.00,343.19,0.00,22.30,4.40,836.10
2017,349,36666.38,0.00,286.96,0.00,24.29,10.84,1298.55
2017,350,36654.72,0.00,238.15,0.00,21.64,11.44,1350.90
2017,351,36645.27,0.00,317.10,0.00,25.67,9.71,1203.55
2017,352,36638.04,0.00,321.66,0.00,28.02,11.06,1317.31
2017,353,36633.03,0.00,299.71,0.00,28.18,13.05,1501.72
2017,354,36630.24,0.00,270.06,0.00,26.86,14.23,1621.89
2017,355,36629.67,0.00,233.09,0.00,27.17,16.67,1896.81
2017,356,36631.33,0.00,238.43,0.00,23.84,13.55,1551.55
2017,357,36635.21,0.00,281.67,0.00,26.64,13.15,1511.98
2017,358,36641.32,1.93,257.69,0.00,25.31,13.42,1539.05
2017,359,36649.64,0.00,240.29,0.00,21.50,11.11,1321.62
2017,360,36660.17,0.00,327.15,0.00,22.55,6.12,942.47
2017,361,36672.91,0.00,264.03,0.00,22.60,10.88,1301.17
2017,362,36687.84,0.00,121.47,0.00,17.51,12.84,1481.45
2017,363,36704.96,0.00,175.14,0.00,15.19,8.55,1112.72
2017,364,36724.26,0.00,302.63,0.00,18.70,5.46,900.11
2017,365,36745.71,3.46,252.55,0.00,20.78,4.54,844.20
2018,1,36769.43,11.47,180.64,0.00,13.34,4.15,821.83
2018,2,36795.17,22.27,148.45,0.00,9.14,1.99,704.74
2018,3,36823.04,17.45,186.61,0.00,10.38,1.03,658.08
2018,4,36853.00,0.00,322.40,0.00,10.25,-3.14,484.59
2018,5,36885.04,0.00,330.63,0.00,11.99,-2.07,524.57
2018,6,36919.14,0.00,344.47,0.00,13.24,-2.00,527.40
2018,7,36955.28,0.00,370.18,0.00,18.51,-0.22,600.84
2018,8,36993.43,8.92,256.49,0.00,21.48,5.51,903.20
2018,9,37033.57,6.40,187.44,0.00,24.88,14.50,1650.59
2018,10,37075.68,0.00,173.65,0.00,23.68,16.84,1917.66
2018,11,37119.74,6.98,161.63,0.00,25.62,16.85,1918.93
2018,12,37165.70,7.06,140.90,0.00,22.95,15.65,1777.64
2018,13,37213.56,0.00,256.85,0.00,17.27,7.51,1037.13
2018,14,37263.28,0.00,336.42,0.00,14.38,0.46,631.31
2018,15,37314.82,0.00,347.33,0.00,17.83,2.79,746.29
2018,16,37368.17,0.00,364.99,0.00,21.34,4.23,825.99
2018,17,37423.29,0.00,359.47,0.00,19.27,3.22,769.41
2018,18,37480.15,0.00,386.12,0.00,12.91,-4.87,425.37
2018,19,37538.73,0.00,399.26,0.00,17.31,-2.82,496.10
2018,20,37598.98,0.00,384.68,0.00,19.36,1.19,665.78
2018,21,37660.87,0.00,366.91,0.00,24.28,7.24,1017.80
2018,22,37724.38,15.69,269.31,0.00,27.35,10.47,1266.35
2018,23,37789.48,0.00,273.10,0.00,25.60,14.80,1682.11
2018,24,37856.12,0.00,337.24,0.00,20.58,6.99,1000.78
2018,25,37924.27,0.00,279.25,0.00,18.94,8.73,1126.96
2018,26,37993.91,0.00,361.15,0.00,23.10,7.65,1046.90
2018,27,38064.99,0.00,279.55,0.00,24.08,13.45,1541.53
2018,28,38137.49,61.76,205.22,0.00,24.83,14.46,1645.99
2018,29,38211.37,0.00,146.85,0.00,19.78,14.79,1681.00
2018,30,38286.60,0.00,299.49,0.00,17.03,6.43,962.61
2018,31,38363.14,0.00,384.71,0.00,19.69,3.51,785.13
2018,32,38440.96,0.00,391.80,0.00,23.01,5.48,901.89
2018,33,38520.03,0.00,325.11,0.00,22.94,10.19,1243.20
2018,34,38600.31,0.00,321.70,0.00,21.57,9.29,1170.43
2018,35,38681.77,20.53,221.48,0.00,22.04,11.18,1327.37
2018,36,38764.37,0.00,291.17,0.00,23.97,13.25,1522.11
2018,37,38848.09,0.00,402.25,0.00,27.54,9.20,1163.25
2018,38,38932.89,0.00,323.22,0.00,27.92,15.33,1740.81
2018,39,39018.74,0.00,264.19,0.00,24.65,15.32,1739.89
2018,40,39105.61,0.00,342.59,0.00,27.83,14.28,1627.20
2018,41,39193.46,0.00,300.47,0.00,28.76,17.23,1964.93
2018,42,39282.27,0.00,306.42,0.00,29.64,17.68,2021.56
2018,43,39372.00,6.78,215.70,0.00,28.71,17.82,2039.77
2018,44,39462.62,0.00,243.56,0.00,27.45,18.70,2155.00
2018,45,39554.10,0.00,303.94,0.00,25.94,15.11,1716.16
2018,46,39646.42,0.00,336.39,0.00,28.18,15.68,1780.95
2018,47,39739.54,0.00,322.38,0.00,27.04,15.59,1769.77
2018,48,39833.43,0.00,369.67,0.00,27.72,14.01,1599.14
2018,49,39928.07,0.00,412.98,0.00,28.47,11.99,1401.07
2018,50,40023.42,0.00,357.07,0.00,29.47,16.54,1880.69
2018,51,40119.47,0.00,324.78,0.00,30.02,18.76,2163.68
2018,52,40216.18,0.00,307.90,0.00,30.26,19.88,2320.17
2018,53,40313.52,0.00,373.50,0.00,29.51,16.31,1853.83
2018,54,40411.47,0.00,385.00,0.00,29.66,15.92,1808.21
2018,55,40510.01,0.00,387.38,0.00,29.21,15.46,1755.06
2018,56,40609.10,0.00,363.69,0.00,30.10,17.57,2008.22
2018,57,40708.72,0.00,380.21,0.00,29.83,16.57,1885.00
2018,58,40808.85,0.00,311.49,0.00,27.50,17.72,2026.44
2018,59,40909.46,0.00,423.48,0.00,28.67,13.17,1513.90
2018,60,41010.54,0.00,372.75,0.00,29.00,16.30,1852.88
2018,61,41112.04,0.00,373.83,0.00,27.38,15.11,1716.69
2018,62,41213.96,0.00,458.98,0.00,23.80,7.53,1038.22
2018,63,41316.27,0.00,488.53,0.00,22.59,4.07,817.03
2018,64,41418.94,0.00,503.16,0.00,24.17,3.58,789.35
2018,65,41521.96,14.68,379.03,0.00,26.19,4.63,849.44
2018,66,41625.30,0.00,280.03,0.00,21.38,13.18,1514.61
2018,67,41728.94,0.00,386.63,0.00,17.24,5.82,923.12
2018,68,41832.86,0.00,502.66,0.00,20.39,1.65,687.89
2018,69,41937.03,0.00,502.47,0.00,22.18,2.98,756.62
2018,70,42041.45,0.00,462.64,0.00,27.61,10.52,1270.49
2018,71,42146.08,1.79,312.31,0.00,21.22,12.03,1404.15
2018,72,42250.90,0.00,468.20,0.00,18.79,3.13,764.42
2018,73,42355.91,0.00,471.56,0.00,19.22,3.27,772.13
2018,74,42461.06,0.00,509.78,0.00,21.05,1.78,694.56
2018,75,42566.36,0.00,541.60,0.00,24.42,0.47,632.06
2018,76,42671.77,0.00,528.29,0.00,27.59,4.44,838.61
2018,77,42777.28,0.00,470.02,0.00,27.34,9.45,1183.21
2018,78,42882.86,9.37,238.13,0.00,25.99,15.61,1772.96
2018,79,42988.50,22.48,200.27,0.00,26.04,17.58,2008.54
2018,80,43094.18,0.00,244.42,0.00,19.39,12.28,1427.96
2018,81,43199.88,0.00,415.74,0.00,19.12,6.09,940.44
2018,82,43305.58,0.00,509.47,0.00,22.51,3.65,793.19
2018,83,43411.27,0.00,521.38,0.00,26.33,5.60,909.33
2018,84,43516.91,0.00,481.12,0.00,27.21,9.35,1174.87
2018,85,43622.49,0.00,349.33,0.00,24.61,13.47,1543.97
2018,86,43728.00,0.00,374.55,0.00,26.46,14.19,1617.39
2018,87,43833.41,0.00,458.64,0.00,27.63,11.31,1339.06
2018,88,43938.71,0.00,436.52,0.00,29.23,13.70,1566.73
2018,89,44043.86,8.96,288.08,0.00,28.57,15.63,1774.39
2018,90,44148.87,0.00,205.56,0.00,22.64,16.51,1877.18
2018,91,44253.69,8.61,278.93,0.00,28.27,16.09,1827.77
2018,92,44358.32,0.00,396.28,0.00,29.50,16.26,1848.06
2018,93,44462.74,0.00,395.24,0.00,29.31,16.32,1854.46
2018,94,44566.92,0.00,398.83,0.00,29.33,16.40,1863.99
2018,95,44670.83,0.00,423.10,0.00,26.35,13.14,1510.92
2018,96,44774.47,0.00,485.39,0.00,29.53,12.61,1427.46
2018,97,44877.81,6.95,304.48,0.00,28.97,15.89,1804.86
2018,98,44980.83,10.57,215.24,0.00,25.59,17.27,1970.39
2018,99,45083.51,58.74,310.40,0.00,29.44,16.42,1866.99
2018,100,45185.81,18.95,194.42,0.00,24.88,17.72,2027.41
2018,101,45287.73,0.00,390.56,0.00,24.19,13.04,1501.29
2018,102,45389.24,0.00,511.22,0.00,26.87,9.97,1224.56
2018,103,45490.31,0.00,464.21,0.00,28.73,14.03,1601.10
2018,104,45590.93,0.00,472.82,0.00,30.74,15.35,1742.90
2018,105,45691.06,20.23,290.20,0.00,27.95,16.92,1927.35
2018,106,45790.68,0.00,380.34,0.00,20.10,10.47,1266.50
2018,107,45889.78,0.00,547.46,0.00,25.80,8.07,1077.56
2018,108,45988.31,0.00,576.16,0.00,30.30,8.27,1091.86
2018,109,46086.27,0.00,507.78,0.00,27.68,11.55,1360.98
2018,110,46183.61,0.00,446.06,0.00,27.28,14.02,1600.20
2018,111,46280.32,0.00,432.12,0.00,29.57,16.50,1876.77
2018,112,46376.37,9.73,238.63,0.00,28.82,19.96,2330.91
2018,113,46471.72,8.21,244.20,0.00,29.46,20.52,2413.82
2018,114,46566.36,0.00,359.70,0.00,26.27,16.89,1923.19
2018,115,46660.26,0.00,444.90,0.00,25.92,13.77,1573.60
2018,116,46753.38,0.00,487.78,0.00,27.26,13.08,1504.92
2018,117,46845.70,0.00,461.25,0.00,27.50,14.53,1653.95
2018,118,46937.18,0.00,506.54,0.00,27.82,12.77,1474.72
2018,119,47027.81,0.00,504.57,0.00,29.83,14.43,1622.12
2018,120,47117.54,0.00,497.39,0.00,29.53,14.33,1619.20
2018,121,47206.34,0.00,527.86,0.00,29.82,12.81,1438.80
2018,122,47294.20,0.00,518.93,0.00,29.45,12.97,1462.53
2018,123,47381.07,0.00,518.15,0.00,30.41,13.67,1524.70
2018,124,47466.92,0.00,506.77,0.00,31.45,15.00,1664.82
2018,125,47551.72,0.00,488.72,0.00,30.38,15.04,1693.80
2018,126,47635.44,0.00,367.61,0.00,29.04,18.76,2164.05
2018,127,47718.05,0.00,489.70,0.00,31.82,16.38,1772.93
2018,128,47799.51,0.00,526.31,0.00,31.47,13.95,1480.93
2018,129,47879.80,0.00,524.15,0.00,31.55,14.02,1488.55
2018,130,47958.87,0.00,505.35,0.00,31.82,15.01,1605.19
2018,131,48036.69,0.00,474.35,0.00,33.23,17.52,1911.53
2018,132,48113.23,0.00,368.37,0.00,29.35,18.55,2135.29
2018,133,48188.46,10.46,285.10,0.00,28.97,17.92,2052.19
2018,134,48262.35,19.53,147.35,0.00,25.79,20.56,2420.02
2018,135,48334.85,14.78,213.85,0.00,28.07,20.26,2374.48
2018,136,48405.94,8.38,253.47,0.00,29.34,19.85,2315.35
2018,137,48475.58,51.23,227.63,0.00,28.87,20.62,2427.96
2018,138,48543.74,17.79,300.10,0.00,30.80,19.51,2267.48
2018,139,48610.38,15.40,285.12,0.00,29.57,19.26,2232.37
2018,140,48675.48,31.30,127.61,0.00,24.24,20.19,2365.50
2018,141,48738.99,7.74,225.83,0.00,27.89,20.35,2387.59
2018,142,48800.89,7.53,277.52,0.00,29.80,20.06,2346.17
2018,143,48861.14,0.00,427.76,0.00,31.85,19.78,2305.44
2018,144,48919.72,0.00,415.69,0.00,32.24,20.47,2406.78
2018,145,48976.59,8.71,281.50,0.00,31.23,21.04,2491.27
2018,146,49031.71,4.70,221.41,0.00,28.23,20.84,2462.22
2018,147,49085.06,10.50,182.94,0.00,27.36,21.46,2556.56
2018,148,49136.61,14.28,236.18,0.00,30.66,22.71,2759.06
2018,149,49186.33,21.29,247.75,0.00,30.75,22.50,2725.08
2018,150,49234.19,30.84,187.93,0.00,27.33,21.60,2578.68
2018,151,49280.16,0.00,382.22,0.00,31.10,21.69,2592.86
2018,152,49324.22,0.00,406.65,0.00,31.54,21.45,2555.04
2018,153,49366.34,0.00,416.25,0.00,31.97,21.63,2584.34
2018,154,49406.48,32.50,255.48,0.00,30.02,22.33,2696.43
2018,155,49444.64,0.00,309.24,0.00,30.70,23.84,2954.56
2018,156,49480.78,19.70,279.07,0.00,31.70,23.14,2832.12
2018,157,49514.89,22.10,262.53,0.00,27.83,20.54,2415.81
2018,158,49546.93,0.00,464.59,0.00,31.23,20.20,2365.61
2018,159,49576.90,3.80,335.99,0.00,30.61,20.47,2406.68
2018,160,49604.77,0.00,472.62,0.00,30.66,19.79,2307.24
2018,161,49630.52,0.00,474.42,0.00,31.14,20.21,2368.20
2018,162,49654.14,0.00,489.21,0.00,32.35,20.45,2403.49
2018,163,49675.61,0.00,448.34,0.00,31.34,21.29,2531.07
2018,164,49694.92,0.00,484.51,0.00,32.81,20.84,2460.89
2018,165,49712.05,0.00,487.17,0.00,32.89,20.66,2433.93
2018,166,49727.00,0.00,472.79,0.00,32.87,21.20,2516.39
2018,167,49739.75,0.00,447.63,0.00,32.23,21.62,2581.77
2018,168,49750.30,0.00,464.31,0.00,33.49,21.92,2630.69
2018,169,49758.64,0.00,457.22,0.00,33.92,22.49,2722.81
2018,170,49764.76,43.94,312.67,0.00,32.75,22.88,2787.35
2018,171,49768.65,12.63,313.34,0.00,33.36,23.27,2853.72
2018,172,49770.33,19.59,208.72,0.00,30.74,24.79,3126.55
2018,173,49769.78,0.00,400.90,0.00,33.60,24.13,3006.16
2018,174,49767.00,0.00,412.00,0.00,33.49,23.75,2937.61
2018,175,49762.00,17.31,355.45,0.00,34.82,22.35,2699.51
2018,176,49754.78,0.00,471.56,0.00,34.18,21.90,2627.48
2018,177,49745.35,0.00,429.42,0.00,32.63,22.24,2681.29
2018,178,49733.71,12.14,313.40,0.00,32.26,22.27,2686.58
2018,179,49719.87,12.96,294.79,0.00,31.77,22.61,2743.39
2018,180,49703.83,3.26,268.55,0.00,30.99,22.88,2787.46
2018,181,49685.62,22.36,258.43,0.00,30.28,22.65,2749.47
2018,182,49665.24,6.66,308.84,0.00,31.85,22.11,2660.49
2018,183,49642.70,2.87,348.56,0.00,33.96,21.79,2608.96
2018,184,49618.02,2.99,325.60,0.00,32.92,22.11,2660.40
2018,185,49591.22,0.00,394.44,0.00,31.23,21.97,2638.13
2018,186,49562.31,19.56,342.41,0.00,32.48,20.82,2457.94
2018,187,49531.31,26.74,310.26,0.00,31.84,21.75,2602.07
2018,188,49498.24,8.12,337.74,0.00,31.96,20.58,2422.38
2018,189,49463.12,0.00,432.07,0.00,32.15,21.35,2540.24
2018,190,49425.98,0.00,405.49,0.00,31.90,22.05,2650.34
2018,191,49386.83,0.00,432.14,0.00,32.48,21.64,2584.61
2018,192,49345.71,19.40,303.87,0.00,32.87,22.87,2786.71
2018,193,49302.63,0.00,434.21,0.00,33.29,22.21,2676.11
2018,194,49257.62,0.00,427.72,0.00,32.63,21.96,2635.88
2018,195,49210.71,0.00,421.80,0.00,33.06,22.54,2730.26
2018,196,49161.92,0.00,415.82,0.00,33.20,22.87,2786.42
2018,197,49111.29,0.00,400.72,0.00,33.10,23.29,2857.89
2018,198,49058.84,9.19,257.22,0.00,31.59,23.75,2938.17
2018,199,49004.61,11.65,213.63,0.00,30.14,23.97,2977.92
2018,200,48948.62,6.95,202.38,0.00,29.72,24.00,2982.18
2018,201,48890.90,17.83,114.12,0.00,26.78,23.83,2951.63
2018,202,48831.49,6.59,286.39,0.00,32.56,23.78,2944.29
2018,203,48770.42,55.68,328.81,0.00,32.75,22.14,2665.67
2018,204,48707.71,4.72,322.63,0.00,30.51,20.64,2432.06
2018,205,48643.41,4.86,303.31,0.00,31.37,22.20,2675.71
2018,206,48577.54,7.78,292.72,0.00,31.94,23.15,2834.58
2018,207,48510.14,37.97,239.42,0.00,29.93,23.29,2858.47
2018,208,48441.25,0.00,422.51,0.00,32.77,22.93,2796.21
2018,209,48370.88,18.27,320.97,0.00,32.59,22.58,2737.08
2018,210,48299.09,9.83,325.50,0.00,32.24,22.05,2651.13
2018,211,48225.90,16.84,312.58,0.00,31.96,22.34,2697.92
2018,212,48151.34,12.17,265.90,0.00,30.05,22.51,2725.48
2018,213,48075.46,10.47,318.89,0.00,32.30,22.43,2712.85
2018,214,47998.28,16.34,338.76,0.00,33.03,22.06,2652.55
2018,215,47919.83,0.00,464.81,0.00,33.09,21.53,2567.70
2018,216,47840.16,0.00,438.13,0.00,33.36,22.76,2766.94
2018,217,47759.28,0.00,440.31,0.00,33.76,22.95,2800.11
2018,218,47677.25,0.00,427.74,0.00,33.30,23.07,2820.01
2018,219,47594.09,0.00,466.73,0.00,34.01,22.07,2653.54
2018,220,47509.83,0.00,445.15,0.00,33.83,22.75,2766.80
2018,221,47424.50,0.00,437.87,0.00,33.61,22.86,2783.92
2018,222,47338.14,8.46,264.20,0.00,31.30,23.60,2911.36
2018,223,47250.78,8.37,258.23,0.00,30.58,23.24,2849.64
2018,224,47162.45,15.25,299.44,0.00,32.15,23.12,2828.18
2018,225,47073.18,10.30,307.22,0.00,32.02,22.72,2760.29
2018,226,46983.00,0.00,430.54,0.00,32.45,22.38,2704.78
2018,227,46891.95,15.34,344.99,0.00,33.38,21.92,2629.42
2018,228,46800.04,32.86,344.63,0.00,33.77,22.09,2658.11
2018,229,46707.32,0.00,440.06,0.00,33.44,22.49,2722.29
2018,230,46613.82,0.00,443.41,0.00,33.86,22.51,2725.59
2018,231,46519.55,7.25,328.96,0.00,33.59,22.26,2684.73
2018,232,46424.55,0.00,444.54,0.00,33.06,21.55,2571.65
2018,233,46328.85,0.00,424.90,0.00,32.54,21.86,2619.64
2018,234,46232.47,6.35,290.30,0.00,32.41,22.99,2806.53
2018,235,46135.44,0.00,404.76,0.00,33.58,23.30,2859.43
2018,236,46037.79,20.20,314.87,0.00,33.25,22.44,2715.30
2018,237,45939.55,10.53,318.18,0.00,33.65,22.45,2715.74
2018,238,45840.73,6.64,319.20,0.00,32.97,21.82,2614.08
2018,239,45741.37,0.00,412.04,0.00,33.41,22.61,2741.97
2018,240,45641.49,16.03,309.01,0.00,33.15,22.36,2701.86
2018,241,45541.12,23.75,310.82,0.00,31.78,21.15,2509.46
2018,242,45440.28,4.70,305.45,0.00,31.16,20.81,2456.57
2018,243,45338.99,10.30,291.32,0.00,32.78,22.70,2757.45
2018,244,45237.27,0.00,369.72,0.00,32.78,23.31,2861.06
2018,245,45135.16,7.05,271.66,0.00,32.03,22.95,2799.51
2018,246,45032.66,9.91,255.86,0.00,31.09,22.80,2773.96
2018,247,44929.82,2.93,283.65,0.00,32.92,23.19,2840.56
2018,248,44826.64,3.55,279.40,0.00,33.14,23.53,2898.86
2018,249,44723.14,12.15,280.13,0.00,32.49,23.00,2807.62
2018,250,44619.36,4.80,291.27,0.00,32.15,22.23,2680.70
2018,251,44515.31,3.59,303.66,0.00,31.90,21.43,2551.77
2018,252,44411.02,0.00,402.42,0.00,31.70,21.26,2526.02
2018,253,44306.49,7.24,283.40,0.00,31.69,21.99,2640.76
2018,254,44201.76,0.00,399.44,0.00,33.17,22.32,2694.51
2018,255,44096.85,1.43,387.99,0.00,33.65,23.03,2812.86
2018,256,43991.76,4.70,294.50,0.00,33.60,22.76,2767.04
2018,257,43886.54,0.00,397.54,0.00,33.68,22.59,2739.51
2018,258,43781.18,0.00,338.81,0.00,33.26,24.29,3035.85
2018,259,43675.72,2.13,249.83,0.00,33.46,24.64,3098.55
2018,260,43570.17,0.00,369.43,0.00,33.98,23.84,2953.89
2018,261,43464.56,10.59,283.31,0.00,33.68,23.27,2854.88
2018,262,43358.89,0.00,394.69,0.00,33.68,22.59,2739.80
2018,263,43253.20,0.00,415.25,0.00,34.36,22.11,2660.01
2018,264,43147.50,0.00,382.91,0.00,32.72,22.13,2664.49
2018,265,43041.80,0.00,380.99,0.00,32.29,21.80,2611.32
2018,266,42936.14,0.00,406.78,0.00,32.64,20.95,2477.48
2018,267,42830.52,0.00,401.84,0.00,33.37,21.61,2581.22
2018,268,42724.97,0.00,386.95,0.00,33.56,22.31,2693.46
2018,269,42619.51,2.56,295.56,0.00,33.78,22.07,2654.85
2018,270,42514.16,0.00,377.00,0.00,33.61,22.59,2738.78
2018,271,42408.93,17.64,273.92,0.00,33.77,23.10,2825.68
2018,272,42303.84,0.00,371.88,0.00,33.63,22.66,2750.46
2018,273,42198.93,0.00,381.33,0.00,33.49,22.05,2651.23
2018,274,42094.19,0.00,361.08,0.00,32.53,22.04,2649.22
2018,275,41989.67,0.00,333.94,0.00,32.03,22.56,2734.34
2018,276,41885.37,0.00,375.73,0.00,31.81,20.67,2435.40
2018,277,41781.32,0.00,391.43,0.00,32.50,20.36,2389.70
2018,278,41677.54,0.00,385.82,0.00,32.71,20.61,2427.29
2018,279,41574.04,0.00,393.41,0.00,32.62,20.00,2337.34
2018,280,41470.86,2.25,273.84,0.00,32.47,21.07,2496.28
2018,281,41368.01,3.26,232.20,0.00,30.82,21.81,2612.85
2018,282,41265.52,3.94,229.08,0.00,31.84,22.77,2770.11
2018,283,41163.40,5.36,160.81,0.00,30.88,24.80,3129.75
2018,284,41061.68,0.00,259.20,0.00,31.82,24.30,3036.46
2018,285,40960.39,0.00,384.96,0.00,30.86,18.66,2150.46
2018,286,40859.54,0.00,444.36,0.00,30.53,14.34,1633.00
2018,287,40759.16,0.00,433.89,0.00,32.64,16.18,1837.76
2018,288,40659.28,0.00,397.82,0.00,33.27,18.88,2179.62
2018,289,40559.92,0.00,374.83,0.00,33.99,20.47,2405.87
2018,290,40461.10,0.00,355.29,0.00,33.28,20.83,2459.50
2018,291,40362.85,0.00,365.36,0.00,33.03,19.95,2329.48
2018,292,40265.20,0.00,302.99,0.00,31.49,21.52,2565.87
2018,293,40168.17,0.00,357.34,0.00,32.25,19.59,2278.01
2018,294,40071.78,0.00,299.27,0.00,28.33,18.92,2185.03
2018,295,39976.08,0.00,397.40,0.00,28.57,14.16,1614.72
2018,296,39881.07,0.00,383.11,0.00,28.56,14.87,1690.07
2018,297,39786.80,0.00,326.96,0.00,28.81,17.84,2042.72
2018,298,39693.29,6.48,258.79,0.00,28.97,17.01,1937.34
2018,299,39600.56,7.33,208.22,0.00,27.88,18.94,2188.21
2018,300,39508.65,0.00,267.89,0.00,23.14,15.09,1714.18
2018,301,39417.59,0.00,390.84,0.00,23.79,9.94,1222.70
2018,302,39327.41,0.00,426.84,0.00,28.29,9.75,1206.58
2018,303,39238.14,0.00,382.11,0.00,28.40,13.54,1550.26
2018,304,39149.80,0.00,404.51,0.00,28.67,11.48,1354.60
2018,305,39062.43,0.00,385.92,0.00,29.27,13.14,1511.18
2018,306,38976.07,19.39,244.18,0.00,28.00,15.83,1797.17
2018,307,38890.73,0.00,312.40,0.00,22.15,11.39,1346.25
2018,308,38806.46,0.00,360.15,0.00,26.88,12.66,1463.77
2018,309,38723.29,0.00,291.25,0.00,28.36,17.55,2005.57
2018,310,38641.25,0.00,287.69,0.00,30.09,19.05,2203.17
2018,311,38560.37,0.00,315.50,0.00,30.91,18.10,2075.79
2018,312,38480.69,0.00,298.43,0.00,30.90,18.85,2176.47
2018,313,38402.24,0.00,293.08,0.00,30.50,18.59,2140.84
2018,314,38325.05,0.00,189.54,0.00,26.44,19.49,2264.33
2018,315,38249.15,0.00,318.30,0.00,27.67,14.73,1674.68
2018,316,38174.59,0.00,322.33,0.00,30.45,16.63,1891.67
2018,317,38101.39,0.00,276.89,0.00,30.41,19.17,2220.01
2018,318,38029.58,27.00,180.38,0.00,29.23,19.91,2323.98
2018,319,37959.21,0.00,226.91,0.00,21.17,13.37,1533.42
2018,320,37890.30,0.00,340.20,0.00,17.09,4.33,832.28
2018,321,37822.90,0.00,390.56,0.00,22.89,4.48,840.56
2018,322,37757.02,0.00,364.86,0.00,25.81,9.04,1150.34
2018,323,37692.71,0.00,321.78,0.00,26.59,12.91,1487.80
2018,324,37629.99,0.00,236.19,0.00,24.00,15.07,1711.95
2018,325,37568.91,0.00,309.02,0.00,23.41,10.93,1305.80
2018,326,37509.48,0.00,313.93,0.00,20.89,8.40,1101.57
2018,327,37451.76,0.00,327.11,0.00,25.99,11.61,1366.14
2018,328,37395.75,0.00,293.47,0.00,27.41,14.87,1690.37
2018,329,37341.51,0.00,265.24,0.00,24.62,13.95,1592.49
2018,330,37289.05,4.77,225.02,0.00,27.44,14.14,1612.69
2018,331,37238.40,0.00,254.08,0.00,16.35,6.89,994.07
2018,332,37189.61,0.00,301.30,0.00,13.21,1.75,693.03
2018,333,37142.68,0.00,318.40,0.00,16.06,3.33,775.29
2018,334,37097.66,0.00,370.18,0.00,24.04,4.92,867.16
2018,335,37054.57,3.81,238.54,0.00,26.39,11.98,1400.21
2018,336,37013.43,0.00,272.88,0.00,29.07,17.06,1943.84
2018,337,36974.27,11.90,150.04,0.00,28.18,19.95,2330.07
2018,338,36937.11,0.00,243.25,0.00,25.29,15.52,1762.66
2018,339,36901.98,0.00,289.74,0.00,17.10,5.80,921.84
2018,340,36868.90,0.00,364.03,0.00,19.59,1.55,682.97
2018,341,36837.89,0.00,356.33,0.00,22.98,4.85,862.76
2018,342,36808.96,0.00,325.81,0.00,24.74,9.24,1166.01
2018,343,36782.15,21.49,197.37,0.00,23.78,12.67,1464.65
2018,344,36757.45,0.00,212.05,0.00,14.78,6.84,990.30
2018,345,36734.90,0.00,251.21,0.00,13.94,4.35,833.49
2018,346,36714.51,0.00,356.85,0.00,18.44,0.60,637.64
2018,347,36696.28,5.02,256.49,0.00,23.35,5.98,933.62
2018,348,36680.23,101.59,107.21,0.00,21.00,15.40,1748.50
2018,349,36666.38,23.43,106.29,0.00,20.37,14.87,1690.12
2018,350,36654.72,0.00,204.02,0.00,20.31,12.34,1433.23
2018,351,36645.27,0.00,273.41,0.00,18.31,7.34,1024.97
2018,352,36638.04,0.00,340.56,0.00,21.13,4.81,860.60
2018,353,36633.03,66.54,239.82,0.00,20.90,6.52,968.80
2018,354,36630.24,52.77,111.24,0.00,18.26,12.80,1477.69
2018,355,36629.67,15.41,122.12,0.00,17.20,11.34,1341.85
2018,356,36631.33,0.00,282.64,0.00,16.01,5.01,872.45
2018,357,36635.21,0.00,346.15,0.00,17.53,1.58,684.68
2018,358,36641.32,0.00,350.56,0.00,21.75,4.31,830.94
2018,359,36649.64,0.00,321.34,0.00,22.55,7.85,1061.64
2018,360,36660.17,0.00,295.36,0.00,23.67,10.76,1291.60
2018,361,36672.91,0.00,282.76,0.00,25.94,13.42,1538.96
2018,362,36687.84,0.00,218.23,0.00,28.43,19.09,2209.06
2018,363,36704.96,0.00,213.91,0.00,27.62,18.69,2154.50
2018,364,36724.26,0.00,270.26,0.00,28.48,16.68,1897.29
2018,365,36745.71,0.00,271.29,0.00,27.73,16.10,1829.32
2019,1,36769.43,0.00,263.12,0.00,27.42,15.14,1719.43
2019,2,36795.17,0.00,262.57,0.00,27.56,15.31,1739.17
